Region,Service_Type,Type,Num_Branches,Cumulative_Percentage,Branches
DDL,Air Red,Billed Wt,229,89.80181077902287,"A02, A03, A05, A07, A11, A18, A24, A36, A38, A44, A46, A48, A50, B01, B02, B05, B06, B07, B08, B09, B11, B14, B16, B26, B27, B32, B35, B43, B53, B58, B59, B61, B68, C02, C08, C13, C14, C15, C30, C36, C37, C38, C47, C48, C53, C73, C74, E02, E03, E06, E21, H07, H08, H09, H10, H11, H48, H70, H71, H74, H75, H79, H80, H96, I02, I08, I40, I42, I43, I46, J01, J02, J03, J04, J05, J07, J08, J11, J12, J13, J14, J15, J16, J18, J19, J21, J25, J26, J37, K01, K05, K06, K07, K08, K14, K15, K22, K23, K28, K39, K45, K68, K72, K74, K75, K81, K88, L02, L03, L04, L05, L23, L27, M01, M02, M04, M05, M06, M07, M08, M35, M39, M45, M46, M47, M48, M54, M59, M61, M66, M68, M78, M85, M87, O02, O04, O05, O07, O08, O09, O12, O13, O23, O90, P04, P09, P11, P12, P15, P19, P22, P24, P27, P50, P65, Q01, Q02, Q03, Q04, Q06, Q09, Q11, Q12, Q14, Q16, Q17, Q34, Q35, Q41, R07, R08, R11, R32, S01, S02, S03, S04, S09, S17, S26, S27, T03, T04, T05, T10, T32, U01, U02, U03, U06, U07, U09, U10, U12, U13, U130, U139, U14, U143, U15, U16, U17, U18, U19, U20, U23, U24, U25, U26, U30, U45, U48, V01, V05, V07, V08, V09, V11, V13, V16, V58, W02, W07, W21, W52, X02, X06, X10, X22"
DDL,Air Red,Volume,255,90.63264327077596,"A02, A03, A05, A07, A11, A16, A18, A24, A36, A38, A44, A46, A48, B01, B02, B05, B06, B07, B08, B09, B11, B14, B16, B18, B19, B26, B27, B32, B35, B38, B43, B50, B51, B53, B58, B59, B61, B68, C02, C08, C13, C14, C15, C22, C30, C36, C37, C38, C47, C48, C50, C53, C74, E02, E03, E06, E21, E23, H07, H08, H09, H10, H11, H17, H37, H42, H48, H53, H70, H71, H74, H75, H79, H80, H91, H96, I02, I08, I40, I42, I43, I46, J01, J02, J03, J04, J05, J07, J08, J11, J12, J13, J14, J15, J16, J18, J19, J20, J21, J25, J26, J37, J39, J48, J50, J54, K01, K04, K05, K06, K07, K08, K14, K15, K22, K23, K28, K39, K40, K45, K68, K72, K74, K75, K81, K88, L02, L03, L04, L23, L27, M01, M02, M04, M05, M06, M07, M08, M39, M45, M46, M47, M48, M54, M59, M61, M66, M68, M78, M85, M87, O02, O03, O04, O05, O07, O08, O09, O11, O12, O13, O23, O60, O90, P04, P08, P09, P11, P12, P15, P19, P20, P22, P24, P27, P50, Q01, Q02, Q03, Q04, Q06, Q07, Q09, Q11, Q12, Q13, Q14, Q16, Q17, Q34, Q35, R07, R08, R11, R32, S01, S02, S03, S04, S09, S17, S26, S27, T03, T04, T05, T06, T07, T13, T32, T89, U01, U02, U03, U06, U07, U09, U10, U12, U13, U130, U139, U14, U143, U15, U16, U17, U18, U19, U20, U21, U22, U23, U24, U25, U26, U30, U48, V01, V04, V05, V08, V09, V10, V16, V58, W02, W04, W07, W21, W52, X02, X06, X10, X22"
DDL,Air White,Billed Wt,398,98.77406806409736,"A02, A03, A05, A07, A11, A16, A18, A24, A27, A33, A36, A38, A44, A46, A47, A48, A49, A50, B01, B02, B05, B06, B07, B08, B09, B11, B13, B14, B16, B18, B19, B26, B27, B32, B35, B38, B39, B41, B42, B43, B47, B50, B51, B53, B58, B59, B61, B62, B63, B64, B65, B68, C02, C08, C13, C14, C15, C22, C30, C36, C37, C38, C47, C48, C50, C53, C57, C59, C60, C73, C74, E02, E03, E05, E06, E07, E09, E10, E11, E16, E20, E21, E23, H07, H08, H09, H10, H11, H17, H37, H42, H48, H53, H70, H71, H74, H75, H79, H80, H91, H92, H96, H98, I02, I03, I07, I08, I11, I19, I30, I34, I40, I42, I43, I44, I46, J01, J02, J03, J04, J05, J06, J07, J08, J11, J12, J13, J14, J15, J16, J17, J18, J19, J20, J21, J25, J26, J36, J37, J39, J48, J50, J54, K01, K03, K04, K05, K06, K07, K08, K129, K14, K15, K22, K23, K28, K29, K32, K37, K39, K40, K45, K51, K56, K63, K68, K72, K74, K75, K79, K81, K85, K88, L02, L03, L04, L05, L23, L27, L28, M01, M02, M04, M05, M06, M07, M08, M35, M39, M45, M46, M47, M48, M54, M57, M59, M61, M63, M66, M68, M78, M85, M87, O01, O02, O03, O04, O05, O07, O08, O09, O11, O12, O13, O21, O23, O25, O60, O88, O89, O90, O93, P04, P06, P08, P09, P10, P11, P12, P13, P15, P16, P17, P19, P20, P22, P24, P25, P27, P32, P38, P50, P56, P57, P61, P65, P72, P73, Q01, Q02, Q03, Q04, Q06, Q07, Q09, Q10, Q11, Q12, Q13, Q14, Q16, Q17, Q34, Q35, Q40, Q41, Q44, Q48, R02, R04, R07, R08, R10, R11, R12, R13, R19, R28, R29, R32, S01, S02, S03, S04, S09, S17, S26, S27, T03, T04, T05, T06, T07, T09, T10, T13, T15, T16, T26, T32, T34, T36, T40, T42, T89, U01, U02, U03, U06, U07, U09, U10, U12, U13, U130, U133, U135, U139, U14, U140, U141, U143, U145, U15, U16, U17, U18, U19, U20, U21, U22, U23, U24, U25, U26, U27, U28, U30, U31, U44, U45, U48, U77, U78, U79, U95, V01, V04, V05, V07, V08, V09, V10, V11, V12, V13, V15, V16, V21, V24, V57, V58, W02, W03, W04, W05, W06, W07, W08, W09, W12, W21, W22, W23, W40, W52, W57, X02, X05, X06, X07, X10, X13, X14, X15, X17, X18, X19, X22, X25, X26, X27, X28, X30, X32, X34, X38, X39"
DDL,Air White,Volume,405,99.26573155610666,"A02, A03, A05, A07, A11, A16, A18, A24, A27, A33, A36, A38, A44, A45, A46, A47, A48, A49, A50, B01, B02, B05, B06, B07, B08, B09, B11, B13, B14, B16, B18, B19, B26, B27, B32, B35, B38, B39, B41, B42, B43, B47, B50, B51, B53, B58, B59, B61, B62, B63, B64, B65, B68, C02, C08, C13, C14, C15, C22, C30, C36, C37, C38, C47, C48, C50, C53, C57, C59, C74, E02, E03, E05, E06, E07, E09, E10, E11, E16, E21, E23, H07, H08, H09, H10, H11, H17, H37, H42, H48, H53, H70, H71, H74, H75, H79, H80, H91, H92, H96, H98, I02, I03, I07, I08, I11, I16, I19, I20, I34, I40, I41, I42, I43, I44, I46, J01, J02, J03, J04, J05, J06, J07, J08, J11, J12, J13, J14, J15, J16, J17, J18, J19, J20, J21, J25, J26, J36, J37, J39, J48, J50, J54, K01, K03, K04, K05, K06, K07, K08, K129, K14, K15, K22, K23, K28, K29, K32, K37, K39, K40, K45, K51, K63, K68, K72, K74, K75, K79, K81, K85, K88, K89, L02, L03, L04, L05, L23, L27, L28, M01, M02, M04, M05, M06, M07, M08, M39, M45, M46, M47, M48, M54, M57, M59, M61, M63, M66, M68, M78, M85, M87, O01, O02, O03, O04, O05, O07, O08, O09, O11, O12, O13, O14, O21, O23, O25, O60, O88, O89, O90, O93, P04, P06, P08, P09, P10, P11, P12, P13, P15, P16, P17, P19, P20, P22, P24, P25, P27, P32, P38, P50, P56, P57, P58, P61, P65, P73, Q01, Q02, Q03, Q04, Q06, Q07, Q09, Q10, Q11, Q12, Q13, Q14, Q16, Q17, Q18, Q34, Q35, Q40, Q41, Q44, Q48, R02, R04, R07, R08, R10, R11, R12, R13, R19, R28, R29, R32, S01, S02, S03, S04, S09, S17, S26, S27, T03, T04, T05, T06, T07, T09, T10, T13, T15, T16, T18, T26, T32, T34, T36, T38, T39, T40, T42, T85, T89, U01, U02, U03, U06, U07, U09, U10, U12, U13, U130, U133, U135, U139, U14, U140, U141, U142, U143, U145, U15, U16, U17, U18, U19, U20, U21, U22, U23, U24, U25, U26, U27, U28, U30, U31, U44, U45, U48, U77, U78, U79, U83, U95, V01, V04, V05, V07, V08, V09, V10, V11, V12, V13, V15, V16, V21, V22, V24, V32, V57, V58, W02, W03, W04, W05, W06, W07, W09, W12, W14, W21, W22, W23, W40, W52, W57, X02, X05, X06, X07, X10, X13, X15, X17, X18, X19, X22, X25, X26, X27, X30, X32, X34, X38, X39"
DDL,Ground,Billed Wt,431,99.80250989240163,"A02, A03, A05, A07, A11, A16, A18, A24, A27, A33, A36, A38, A44, A45, A46, A47, A48, A49, A50, B01, B02, B05, B06, B07, B08, B09, B11, B13, B14, B16, B18, B19, B26, B27, B32, B35, B38, B39, B41, B42, B43, B47, B50, B51, B53, B58, B59, B61, B62, B63, B64, B65, B68, B95, C02, C08, C13, C14, C15, C22, C30, C36, C37, C38, C47, C48, C50, C53, C57, C59, C60, C73, C74, E02, E03, E05, E06, E07, E09, E10, E11, E16, E20, E21, E23, E24, H07, H08, H09, H10, H11, H17, H37, H42, H48, H53, H70, H71, H74, H75, H79, H80, H91, H92, H96, H98, I02, I03, I07, I08, I11, I16, I19, I20, I29, I30, I34, I39, I40, I41, I42, I43, I44, I45, I46, J01, J02, J03, J04, J05, J06, J07, J08, J11, J12, J13, J14, J15, J16, J17, J18, J19, J20, J21, J25, J26, J36, J37, J39, J48, J50, J54, K01, K03, K05, K06, K07, K08, K119, K129, K14, K15, K22, K23, K27, K28, K29, K32, K37, K39, K40, K45, K51, K63, K68, K72, K74, K75, K79, K81, K84, K85, K88, K89, L02, L03, L04, L05, L23, L27, L28, M01, M02, M04, M05, M06, M07, M08, M35, M39, M45, M46, M47, M48, M54, M57, M59, M61, M63, M66, M68, M78, M85, M87, O01, O02, O03, O04, O05, O07, O08, O09, O11, O12, O13, O14, O21, O23, O25, O60, O88, O89, O90, O93, P04, P06, P08, P09, P10, P11, P12, P13, P15, P16, P17, P19, P20, P22, P24, P25, P27, P29, P32, P38, P50, P56, P57, P58, P60, P61, P62, P65, P72, P73, P74, Q01, Q02, Q03, Q04, Q06, Q07, Q09, Q10, Q11, Q12, Q13, Q14, Q16, Q17, Q18, Q34, Q35, Q40, Q41, Q44, Q48, R02, R04, R07, R08, R10, R11, R12, R13, R19, R28, R29, R32, S01, S02, S03, S04, S09, S17, S26, S27, T03, T04, T05, T06, T07, T09, T10, T13, T15, T16, T18, T26, T32, T34, T36, T38, T39, T40, T42, T85, T86, T87, T88, T89, U01, U02, U03, U06, U07, U09, U10, U12, U13, U130, U133, U135, U139, U14, U140, U141, U142, U143, U145, U15, U16, U17, U18, U19, U20, U21, U22, U23, U24, U25, U26, U27, U28, U30, U31, U44, U45, U48, U77, U78, U79, U83, U95, V01, V04, V05, V07, V08, V09, V10, V11, V12, V13, V15, V16, V21, V22, V24, V32, V57, V58, W02, W03, W04, W05, W06, W07, W08, W09, W12, W14, W15, W21, W22, W23, W40, W52, X02, X05, X06, X07, X10, X12, X13, X14, X15, X17, X18, X19, X22, X25, X26, X27, X28, X29, X30, X32, X34, X37, X38, X39"
DDL,Ground,Volume,292,91.07688158600752,"A02, A03, A05, A07, A11, A16, A18, A24, A36, A38, A44, A46, A48, A50, B01, B02, B05, B06, B07, B08, B09, B11, B14, B16, B18, B19, B26, B27, B32, B35, B38, B43, B50, B51, B53, B58, B59, B61, B68, C02, C08, C13, C14, C15, C22, C30, C36, C37, C38, C47, C48, C53, C74, E02, E03, E06, E21, E23, H07, H08, H09, H10, H11, H17, H37, H42, H48, H53, H70, H71, H74, H75, H79, H80, H91, H96, I02, I08, I19, I40, I42, I43, I46, J01, J02, J03, J04, J05, J06, J07, J08, J11, J12, J13, J14, J15, J16, J17, J18, J19, J20, J21, J25, J26, J36, J37, J39, J48, J50, J54, K01, K05, K06, K07, K08, K14, K15, K22, K23, K28, K32, K37, K39, K40, K45, K68, K72, K74, K75, K81, L02, L03, L04, L05, L23, L27, M01, M02, M04, M05, M06, M07, M08, M35, M39, M45, M46, M47, M48, M54, M59, M61, M66, M68, M78, M85, M87, O02, O03, O04, O05, O07, O08, O09, O11, O12, O13, O23, O90, P04, P06, P08, P09, P10, P11, P12, P15, P16, P17, P19, P20, P22, P24, P27, P50, Q01, Q02, Q03, Q04, Q06, Q07, Q09, Q11, Q12, Q13, Q14, Q16, Q17, Q34, Q35, Q48, R02, R04, R07, R08, R11, R12, R32, S01, S02, S03, S04, S09, S17, S26, S27, T03, T04, T05, T06, T07, T09, T10, T13, T26, T32, T34, T36, T42, T89, U01, U02, U03, U06, U07, U09, U10, U12, U13, U130, U133, U139, U14, U141, U143, U145, U15, U16, U17, U18, U19, U20, U22, U23, U24, U25, U26, U27, U28, U30, U31, U45, U48, U77, U78, U79, U95, V01, V04, V05, V08, V09, V10, V13, V15, V16, V58, W02, W03, W04, W05, W06, W07, W21, W23, W52, X02, X05, X06, X10, X17, X22"
GAU,Air Red,Billed Wt,1,9.735322097293151,W52
GAU,Air Red,Volume,1,5.924378984392171,P24
GAU,Air White,Billed Wt,4,13.612787741655726,"B06, K01, K05, K28"
GAU,Air White,Volume,9,22.90595081659474,"B06, K01, K05, K15, K39, K68, K88, L02, S04"
GAU,Ground,Billed Wt,10,28.91551875149295,"B61, K05, K28, K72, K74, N35, S04, T03, U14, V01"
GAU,Ground,Volume,0,0.0,
HHPT,Air Red,Billed Wt,57,53.309452040520696,"A11, A36, B06, B07, B08, B09, B35, B58, B59, C13, C15, C60, E02, K05, L02, L04, L27, M01, M05, M07, M08, M46, M47, M48, M59, M61, M78, N02, N03, N09, N10, N11, N15, N17, N31, N37, N38, O02, O04, O12, P04, P24, S01, S02, S03, S04, S17, U02, U03, U06, U09, U10, U13, U15, U30, U48, X22"
HHPT,Air Red,Volume,42,39.10224287428056,"A11, A24, A36, A46, B06, B07, B35, B58, B59, H70, L02, L03, L04, L27, M01, M02, M04, M05, M07, M08, M47, M54, M68, M78, N02, N03, N09, N10, N11, N17, N32, N37, P04, P24, S01, S02, S03, S04, S09, S17, U03, U10"
HHPT,Air White,Billed Wt,209,86.30548250514221,"A02, A03, A05, A11, A16, A18, A24, A33, A36, A46, A48, B01, B02, B06, B07, B08, B09, B11, B14, B16, B26, B32, B35, B43, B50, B58, B59, B61, B68, C02, C08, C13, C14, C15, C22, C30, C36, C37, C38, C47, C48, C53, C74, E02, E03, E06, E21, E23, H07, H08, H09, H10, H11, H37, H48, H53, H70, H71, H74, H79, H80, H96, I02, I08, I42, I43, I46, K01, K05, K06, K07, K08, K15, K23, K28, K39, K45, K68, K72, K74, K75, K81, L02, L03, L04, L05, L23, L27, M01, M02, M04, M05, M06, M07, M08, M39, M45, M46, M47, M48, M54, M59, M61, M66, M68, M78, M85, M87, N02, N03, N09, N10, N11, N15, N17, N31, N32, N33, N35, N37, N38, N42, O02, O03, O04, O05, O12, O13, P04, P06, P08, P09, P11, P12, P15, P19, P22, P24, P27, P50, Q01, Q02, Q03, Q04, Q06, Q07, Q09, Q11, Q12, Q13, Q14, Q16, Q17, Q34, Q35, Q48, R08, R11, R32, S01, S02, S03, S04, S09, S17, S26, S27, T03, T10, T32, U01, U02, U03, U06, U07, U09, U10, U12, U13, U130, U139, U14, U143, U15, U16, U17, U18, U19, U20, U21, U22, U23, U24, U25, U30, U48, V01, V05, V08, V09, V58, W02, W03, W52, X02, X07, X10, X12, X22"
HHPT,Air White,Volume,208,90.32899566568445,"A02, A03, A05, A07, A11, A16, A18, A24, A33, A36, A38, A44, A46, A48, B01, B02, B06, B07, B08, B09, B11, B16, B26, B32, B35, B58, B59, B61, C08, C13, C14, C15, C30, C36, C37, C38, C47, C48, C53, C74, E02, E03, E06, E21, H07, H08, H09, H10, H11, H48, H70, H71, H74, H79, H80, I02, I08, I42, I43, I46, K01, K04, K05, K06, K07, K08, K14, K15, K22, K23, K39, K68, K72, K74, K75, K81, K88, L02, L03, L04, L05, L23, L27, M01, M02, M04, M05, M06, M07, M08, M39, M45, M46, M47, M48, M54, M59, M61, M66, M68, M78, M85, M87, N02, N03, N09, N10, N11, N15, N17, N31, N32, N33, N35, N37, N38, N42, O02, O04, O05, O12, O13, O23, P04, P08, P09, P10, P11, P12, P15, P19, P20, P22, P24, P27, P50, Q01, Q02, Q03, Q04, Q06, Q07, Q09, Q11, Q12, Q13, Q14, Q16, Q17, Q34, Q35, Q48, R07, R08, R11, R12, R32, S01, S02, S03, S04, S09, S17, S26, S27, T03, T04, T05, T32, U01, U02, U03, U06, U07, U09, U10, U12, U13, U130, U139, U14, U143, U15, U16, U17, U18, U19, U20, U21, U22, U23, U24, U25, U26, U27, U28, U30, U31, U48, U77, U95, V05, V08, V58, W02, W52, X02, X22"
HHPT,Ground,Billed Wt,319,95.44919339052137,"A03, A05, A11, A16, A18, A24, A27, A36, A38, A44, A48, A50, B01, B02, B05, B06, B07, B08, B09, B11, B14, B16, B18, B19, B26, B27, B32, B35, B38, B42, B43, B47, B50, B53, B58, B59, B61, B62, B68, C02, C08, C13, C14, C15, C22, C30, C36, C37, C38, C47, C48, C53, C74, E02, E03, E05, E06, E09, E11, E16, E21, E23, H08, H09, H10, H11, H17, H37, H42, H48, H53, H70, H71, H74, H79, H80, H91, H92, H96, H98, I02, I03, I08, I16, I19, I34, I40, I42, I43, I44, I46, K03, K05, K06, K07, K08, K14, K15, K22, K23, K28, K29, K32, K37, K40, K45, K63, K72, K74, K75, K79, K81, K85, L02, L03, L04, L05, L23, L27, L28, M01, M02, M04, M05, M06, M07, M08, M35, M39, M45, M46, M47, M48, M54, M59, M61, M63, M66, M78, N02, N03, N09, N10, N11, N15, N17, N31, N32, N33, N35, N37, N38, N42, O01, O02, O03, O04, O05, O07, O08, O09, O12, O13, O90, P04, P06, P08, P09, P10, P11, P12, P13, P15, P16, P17, P19, P20, P22, P24, P27, P38, P50, P56, P65, Q01, Q02, Q03, Q04, Q06, Q07, Q09, Q10, Q11, Q12, Q13, Q14, Q16, Q34, Q35, Q48, R02, R04, R07, R08, R11, R12, R13, R28, R29, R32, S01, S02, S03, S04, S09, S17, S26, S27, T03, T04, T05, T06, T07, T09, T10, T13, T15, T16, T18, T26, T32, T34, T36, T39, T40, T42, T85, T89, U01, U02, U03, U06, U07, U09, U10, U12, U13, U130, U133, U135, U139, U14, U140, U141, U142, U143, U145, U15, U16, U17, U18, U19, U20, U22, U23, U24, U25, U26, U27, U28, U30, U31, U45, U48, U77, U78, U79, U95, V01, V04, V05, V07, V08, V09, V10, V11, V12, V13, V15, V16, V57, V58, W02, W03, W04, W05, W06, W07, W09, W12, W14, W23, W40, W52, X02, X05, X06, X07, X10, X13, X17, X18, X19, X22, X25, X30, X32, X34, X38"
HHPT,Ground,Volume,58,39.074266353352655,"A03, A11, B06, B07, B09, B35, I08, I46, K05, K74, K81, L03, L04, L23, M01, M05, M07, M47, M61, N02, N03, N09, N11, N15, N17, N32, N33, N35, N37, N38, P04, P19, Q02, Q03, Q06, Q16, R32, S01, S02, S04, S09, S27, T03, U02, U03, U06, U07, U09, U10, U13, U139, U14, U15, U16, U19, W02, W52, X22"
HYD,Air Red,Billed Wt,36,44.1112619950198,"B06, B07, B08, B09, B11, B26, B35, B58, B59, B61, C13, C14, C36, C37, C47, J26, L02, L04, M01, M02, M54, N03, P04, P12, S01, V01, V04, V05, V07, V08, V09, V10, V15, V16, V57, V58"
HYD,Air Red,Volume,52,54.63830843028066,"A24, A36, B06, B07, B08, B09, B11, B26, B35, B58, B59, B61, C13, C14, C36, C37, C47, E21, L02, L04, M01, M02, M04, M05, M06, M07, M08, M54, M68, N10, N32, P04, P12, P15, P24, P27, S01, S04, V01, V04, V05, V07, V08, V09, V10, V11, V12, V13, V15, V16, V57, V58"
HYD,Air White,Billed Wt,122,77.71757258941712,"A03, A05, A11, A24, A36, A46, B01, B02, B05, B06, B07, B08, B09, B11, B14, B19, B26, B35, B38, B47, B50, B58, B59, B61, B68, C08, C13, C14, C15, C30, C36, C37, C38, C47, C48, C74, E06, E21, I46, J01, J03, J21, K05, K06, K07, K28, K75, L02, L04, M01, M02, M05, M06, M07, M08, M39, M45, M46, M47, M48, M54, M59, M61, M66, M78, N02, N03, N09, N10, N11, N17, N32, N37, N38, O02, O04, O05, O12, O13, P04, P09, P12, P15, P19, P24, P27, Q04, Q06, R11, R32, S01, S02, S04, S26, T10, U03, U139, U30, U48, V01, V04, V05, V07, V08, V09, V10, V11, V12, V13, V15, V16, V21, V22, V24, V32, V57, V58, W02, W52, X05, X10, X22"
HYD,Air White,Volume,178,90.29797266988328,"A02, A03, A05, A07, A11, A24, A36, A46, A48, B01, B02, B05, B06, B07, B08, B09, B11, B14, B16, B18, B19, B26, B27, B32, B35, B38, B43, B47, B50, B53, B58, B59, B61, B62, B63, B68, C02, C08, C13, C14, C15, C22, C30, C36, C37, C38, C47, C48, C50, C53, C74, E02, E03, E06, E21, E23, I08, I42, I43, I46, J01, J02, J03, J13, K01, K05, K06, K07, K08, K39, K68, K75, K81, K88, L02, L03, L04, L27, M01, M02, M04, M05, M06, M07, M08, M39, M45, M46, M47, M48, M54, M59, M61, M66, M68, M78, M85, M87, N02, N03, N09, N10, N11, N15, N17, N31, N32, N33, N35, O02, O03, O04, O05, O07, O08, O12, O13, O23, P04, P06, P09, P12, P15, P17, P19, P22, P24, P27, P50, Q01, Q02, Q04, Q06, Q17, R02, R08, R11, R32, S01, S02, S03, S04, S09, S17, S26, S27, T03, T32, U03, U10, U130, U139, U30, U48, V01, V04, V05, V07, V08, V09, V10, V11, V12, V13, V15, V16, V21, V22, V24, V32, V57, V58, W02, W04, W07, W21, W52, X22"
HYD,Ground,Billed Wt,193,90.91795846279726,"A03, A05, A11, A24, A27, A36, A48, A50, B01, B02, B05, B06, B07, B08, B09, B11, B14, B16, B18, B19, B26, B27, B32, B35, B38, B42, B43, B47, B50, B53, B58, B59, B61, B62, B63, B68, B95, C02, C08, C13, C14, C15, C22, C30, C36, C37, C38, C47, C48, C50, C53, C57, C59, C60, C74, E02, E03, E05, E06, E09, E10, E11, E16, E21, E23, I02, I43, I46, J01, J02, J03, J12, J13, J15, J21, J26, K05, K06, K07, K28, K40, K72, K75, K81, L04, L23, L27, M01, M02, M04, M05, M06, M07, M08, M35, M39, M45, M46, M47, M48, M54, M59, M61, M66, M78, N02, N03, N09, N11, N17, N31, N32, N35, N37, N42, O02, O03, O04, O05, O07, O08, O09, O11, O12, O13, O90, P04, P06, P08, P09, P11, P12, P15, P16, P17, P19, P20, P22, P24, P25, P27, P50, Q02, Q03, Q06, Q35, R02, R07, R08, R11, R32, S01, S02, S04, S26, S27, T10, T36, U01, U02, U03, U06, U09, U10, U139, U143, U30, U48, V01, V04, V05, V07, V08, V09, V10, V11, V12, V13, V15, V16, V21, V22, V24, V32, V57, V58, W02, W04, W05, W07, W52, X10, X22"
HYD,Ground,Volume,25,47.89091454401339,"B06, B07, B09, B35, B59, B61, C13, C47, P04, V01, V04, V05, V07, V08, V09, V10, V11, V12, V13, V15, V16, V22, V24, V57, V58"
IDR,Air Red,Billed Wt,2,8.901789916349124,"B26, L04"
IDR,Air Red,Volume,2,7.4612857813233235,"L04, P24"
IDR,Air White,Billed Wt,26,24.434444022468995,"A36, A46, B06, B35, B59, C36, C38, H70, L04, M01, M05, M07, M08, M39, M47, M61, N11, N17, N32, N37, P04, P15, P19, S04, U03, U07"
IDR,Air White,Volume,81,59.83269647836413,"A02, A03, A05, A11, A24, A36, A46, B06, B07, B08, B35, B58, B59, C13, C14, C36, C47, C48, C53, H08, H70, J03, K81, L02, L03, L04, L27, M01, M02, M04, M05, M06, M07, M08, M39, M45, M47, M48, M54, M59, M61, M66, M68, M78, M87, N02, N03, N09, N10, N11, N17, N31, N32, P04, P12, P15, P19, P24, P27, P50, Q01, Q02, Q03, Q04, Q06, Q09, Q17, R07, R08, R11, R32, S01, S02, S03, S04, S09, S27, U03, U07, U09, U24"
IDR,Ground,Billed Wt,109,67.78620058968444,"A03, A05, A11, A24, A36, B01, B02, B05, B06, B07, B08, B09, B18, B26, B27, B32, B35, B58, B59, B61, B68, C13, C36, C53, H11, H70, H79, H80, J01, J02, J03, J26, K05, K06, K23, K28, L04, L23, M01, M04, M05, M06, M07, M08, M35, M39, M46, M47, M48, M54, M61, M66, M85, N02, N03, N10, N11, N17, N31, N32, N35, N37, N38, P04, P09, P12, P15, P19, P22, P24, P27, P50, P56, P65, Q02, Q03, Q04, Q06, Q35, R04, R07, R08, R11, R28, R32, S01, S02, S04, T10, T13, U01, U02, U03, U06, U07, U09, U10, U13, U139, U143, U24, U25, U26, U30, V08, V58, W52, X10, X22"
IDR,Ground,Volume,2,7.995580624527536,"S04, U07"
JAI,Air Red,Billed Wt,19,26.520579772326645,"A36, B06, B35, H70, J01, L02, L04, M01, M05, M78, N03, N17, N42, P24, S01, S04, T10, U139, X22"
JAI,Air Red,Volume,22,26.81728684791474,"A36, A46, B06, B35, B59, H70, L02, L04, M01, M05, M07, M08, M78, N02, N03, N10, N11, N17, P04, P24, S01, S04"
JAI,Air White,Billed Wt,145,71.14354811420883,"A03, A05, A11, A24, A36, A38, A46, A48, B02, B06, B07, B08, B09, B11, B26, B32, B35, B58, B59, B61, C13, C14, C36, C37, C38, C47, C48, C74, E06, E21, H07, H08, H09, H10, H11, H48, H53, H70, H71, H74, H75, H79, H80, I08, I42, I43, I46, J01, J02, J03, J04, J05, J07, J08, J13, J18, J21, J25, J26, K05, K07, K28, K75, K81, L02, L03, L04, L23, L27, M01, M02, M05, M06, M07, M08, M39, M45, M46, M47, M48, M54, M59, M61, M78, M87, N02, N03, N09, N10, N11, N15, N17, N31, N32, N35, N37, N38, N42, O02, O04, O05, P04, P09, P12, P15, P19, P22, P24, P27, P50, R11, R32, S01, S02, S03, S04, S09, S17, S26, S27, T03, T32, U01, U02, U03, U06, U07, U09, U10, U13, U139, U143, U16, U30, U48, V04, V08, V09, V10, V16, V58, W02, W52, X07, X22"
JAI,Air White,Volume,186,82.22843537712146,"A02, A03, A05, A07, A11, A16, A18, A24, A36, A46, A48, B01, B02, B06, B07, B08, B09, B11, B19, B26, B32, B35, B58, B59, B61, C13, C14, C15, C36, C37, C38, C47, C48, C53, E06, E21, H07, H08, H09, H10, H11, H17, H48, H70, H71, H74, H79, H80, I02, I03, I08, I40, I42, I43, I46, J01, J02, J03, J04, J05, J07, J08, J13, J15, J16, J18, J21, J25, J26, J36, J37, J50, K01, K04, K05, K06, K07, K08, K14, K39, K68, K75, K81, K88, L02, L03, L04, L05, L23, L27, M01, M02, M04, M05, M06, M07, M08, M39, M45, M46, M47, M48, M54, M59, M61, M66, M68, M78, M85, M87, N02, N03, N09, N10, N11, N15, N17, N31, N32, N33, N35, N37, N38, N42, O02, O04, O05, O07, O13, O23, P04, P06, P08, P09, P11, P12, P15, P19, P20, P22, P24, P27, P50, R08, R11, R32, S01, S02, S03, S04, S09, S17, S26, S27, T03, T04, T32, U01, U02, U03, U06, U07, U09, U10, U13, U130, U139, U143, U15, U16, U18, U21, U23, U24, U25, U30, U48, V05, V08, V09, V16, V58, W02, W12, W52, X22"
